"Course Number","Course Title","Course Catalog Code","Course Department Code","Prim Assoc","Meeting Number","Class Meeting Days","Class Begin Time (24 Hour)","Class End Time (24 Hour)","Instructor Name","Print on Schedule (Y/N)","Campus Code","Building Code","Room Number","Session Code","Year","Section Status","Section Number"
"HMSC123  SC","Philosophy & History of Culture","UG12","SHUM","SC",65167,"--T-R--",935,1050,"Aisenberg, Andrew","Y","SC","HM","103","FA",2012,"O","01"
"HMSC141  SC","Writ Cltr:Theories,Texts+Stories","UG12","SHUM","SC",65612,"-M-W---",1200,1310,"Cuming, Emily","Y","SC","HM","101","FA",2012,"O","01"
"HMSC190  SC","Humanities Senior Seminar","UG12","SHUM","SC",64752,"--T----",1445,1730,"Roselli, David","Y","SC","BX","108","FA",2012,"O","01"
"HMSC199  SC","Indep St:Interdis St in Culture","UG12","SHUM","SC",65483,"-------",0,0,"Staff","Y","SC","ARR","","FA",2012,"O","01"
"HSID001  PZ","Intro to History of Ideas","UG12","ZHSD","PZ",64296,"-M-----",1900,2150,"Rubin, Ronald","Y","PZ","AV","201","FA",2012,"O","01"
"HSID123  PZ","Philosophy of Magic & the Occult","UG12","ZHSD","PZ",64294,"--T-R--",1315,1430,"Rubin, Ronald","Y","PZ","FL","106","FA",2012,"O","01"
"HSID140  PZ","The Philosophical Dialog","UG12","ZHSD","PZ",64295,"-M-W---",1445,1600,"Rubin, Ronald","Y","PZ","FL","112","FA",2012,"O","01"
"HUM 195J SC","Junior Fellowship in Humanities","UG12","SHUM","SC",65180,"---W---",1445,1730,"Jaquez, Candida F.","Y","SC","PAC","118","FA",2012,"O","01"
"ID  040  CM","Practicum in Event Management","UG12","MIDS","CM",65374,"---W---",900,1100,"Settles, Paul","Y","CM","DU","CLS","FA",2012,"O","01"
"IIS 010  PZ","Intro Int'l/Intercult Studies","UG12","ZIIS","PZ",64298,"--T-R--",935,1050,"Parker, Joseph","Y","PZ","AV","201","FA",2012,"O","01"
"IIS 038  PZ","Nature,Movemnt,Meditation:QiGong","UG12","ZIIS","PZ",65519,"-M-W---",1445,1600,"Snowiss, Sharon Nickel","Y","PZ","BD","PERF","FA",2012,"O","01"
"IIS 050  PZ","Power and Social Change","UG12","ZIIS","PZ",64300,"-M-W---",1200,1310,"Tongun, Lako","Y","PZ","ATN","A103","FA",2012,"O","01"
"IIS 075  PZ","Intro to Postcolonial Studies","UG12","ZIIS","PZ",64297,"---W---",1445,1730,"Parker, Joseph","Y","PZ","FL","110","FA",2012,"O","01"
"IIS 080  PZ","Intro to Critical Theory","UG12","ZIIS","PZ",64299,"--T-R--",1200,1310,"Parker, Joseph","Y","PZ","FL","110","FA",2012,"O","01"
"IIS 123  PZ","Third World Socialism","UG12","ZIIS","PZ",65549,"--T-R--",1200,1310,"Tongun, Lako","Y","PZ","BD","208","FA",2012,"O","01"
"IIS 190  PZ","Senior Seminar","UG12","ZIIS","PZ",64301,"---W---",1445,1730,"Tongun, Lako","Y","PZ","BD","207","FA",2012,"O","01"
"IR  100  PO","Intermediate IR Seminar","UG12","PIR","PO",63996,"--T-R--",1315,1430,"Streich, Philip A.","Y","PO","CA","12","FA",2012,"O","01"
"IR  190  PO","Senior IR Seminar","UG12","PIR","PO",63995,"---W---",1900,2150,"Williams, Heather L.","Y","PO","CA","11","FA",2012,"O","01"
"ITAL001  SC","Introductory Italian","UG12","SITA","SC",65184,"--T-R--",835,925,"Mehrmand, Nicoletta","Y","SC","HM","121","FA",2012,"O","01"
"ITAL001  SC","Introductory Italian","UG12","SITA","SC",65185,"---W-F-",900,950,"Mehrmand, Nicoletta","Y","SC","HM","121","FA",2012,"O","01"
"ITAL001  SC","Introductory Italian","UG12","SITA","SC",65186,"--TWRF-",1000,1050,"Mehrmand, Nicoletta","Y","SC","HM","121","FA",2012,"O","02"
"ITAL001  SC","Introductory Italian","UG12","SITA","SC",65188,"---W-F-",900,950,"Adler, Sara M.","Y","SC","HM","105","FA",2012,"O","03"
"ITAL001  SC","Introductory Italian","UG12","SITA","SC",65187,"--T-R--",835,925,"Adler, Sara M.","Y","SC","HM","105","FA",2012,"O","03"
"ITAL001  SC","Introductory Italian","UG12","SITA","SC",65189,"--TWRF-",1000,1050,"Adler, Sara M.","Y","SC","HM","105","FA",2012,"O","04"
"ITAL033  SC","Intermediate Italian","UG12","SITA","SC",65192,"--T----",835,925,"Magistro, Elise","Y","SC","BL","220","FA",2012,"O","01"
"ITAL033  SC","Intermediate Italian","UG12","SITA","SC",65193,"---W-F-",900,950,"Magistro, Elise","Y","SC","BL","220","FA",2012,"O","01"
"ITAL033  SC","Intermediate Italian","UG12","SITA","SC",65194,"--TW-F-",1000,1050,"Magistro, Elise","Y","SC","BL","220","FA",2012,"O","02"
"ITAL033  SC","Intermediate Italian","UG12","SITA","SC",65196,"--TW-F-",1200,1250,"Magistro, Elise","Y","SC","BL","220","FA",2012,"O","03"
"ITAL120  SC","Ital Medieval & Renaissance Lit","UG12","SITA","SC",65450,"--T-R--",1315,1430,"Adler, Sara M.","Y","SC","HM","105","FA",2012,"O","01"
"ITAL199  SC","Independent Study in Italian","UG12","SITA","SC",65484,"-------",0,0,"Staff","Y","SC","ARR","","FA",2012,"O","01"
"JAPN001A PO","Elementary Japanese","UG12","PALL","PO",64119,"--T-R--",935,1050,"Landis, Tamaki T.","Y","PO","MA","6","FA",2012,"O","01"
"JAPN001A PO","Elementary Japanese","UG12","PALL","PO",64118,"-M-W-F-",800,850,"Landis, Tamaki T.","Y","PO","MA","6","FA",2012,"O","01"
"JAPN001A PO","Elementary Japanese","UG12","PALL","PO",64122,"--T-R--",810,925,"Landis, Tamaki T.","Y","PO","MA","6","FA",2012,"O","02"
"JAPN001A PO","Elementary Japanese","UG12","PALL","PO",64121,"-M-W-F-",900,950,"Landis, Tamaki T.","Y","PO","MA","6","FA",2012,"O","02"
"JAPN001A PO","Elementary Japanese","UG12","PALL","PO",64124,"--T-R--",935,1050,"Takahashi, Kazumi","Y","PO","MA","3","FA",2012,"O","03"
"JAPN001A PO","Elementary Japanese","UG12","PALL","PO",64123,"-M-W-F-",1000,1050,"Takahashi, Kazumi","Y","PO","MA","3","FA",2012,"O","03"
"JAPN001A PO","Elementary Japanese","UG12","PALL","PO",64126,"--T-R--",1315,1430,"Takahashi, Kazumi","Y","PO","MA","4","FA",2012,"O","04"
"JAPN001A PO","Elementary Japanese","UG12","PALL","PO",64125,"-M-W-F-",1100,1150,"Takahashi, Kazumi","Y","PO","MA","4","FA",2012,"O","04"
"JAPN011  PO","Japanese Conversation, Intermed","UG12","PALL","PO",63561,"--T-R--",1500,1600,"Bashaw, Rita B.","Y","PO","OLDB","JAPN","FA",2012,"O","01"
"JAPN012A PO","Japanese Kanji Class","UG12","PALL","PO",64127,"-M-W---",1900,2000,"Staff","Y","PO","MA","2","FA",2012,"O","01"
"JAPN013  PO","Japanese Conversation, Advanced","UG12","PALL","PO",63562,"--T-R--",1615,1715,"Bashaw, Rita B.","Y","PO","OLDB","JAPN","FA",2012,"O","01"
"JAPN014A PO","Japanese Kanji","UG12","PALL","PO",64128,"-M-W---",2000,2100,"Staff","Y","PO","MA","2","FA",2012,"O","01"
"JAPN051A PO","Intermediate Japanese","UG12","PALL","PO",64129,"-M-W---",900,950,"Miyake, Lynne K.","Y","PO","MA","3","FA",2012,"O","01"
"JAPN051A PO","Intermediate Japanese","UG12","PALL","PO",64130,"--T-R--",810,925,"Miyake, Lynne K.","Y","PO","MA","3","FA",2012,"O","01"
"JAPN051A PO","Intermediate Japanese","UG12","PALL","PO",64132,"--T-R--",935,1050,"Flueckiger, Peter","Y","PO","MA","2","FA",2012,"O","02"
"JAPN051A PO","Intermediate Japanese","UG12","PALL","PO",64131,"-M-W-F-",1000,1050,"Flueckiger, Peter","Y","PO","MA","2","FA",2012,"O","02"
"JAPN051A PO","Intermediate Japanese","UG12","PALL","PO",64134,"--T-R--",1445,1600,"Flueckiger, Peter","Y","PO","MA","2","FA",2012,"O","03"
"JAPN051A PO","Intermediate Japanese","UG12","PALL","PO",64133,"-M-W-F-",1100,1150,"Flueckiger, Peter","Y","PO","MA","2","FA",2012,"O","03"
"JAPN111A PO","Advanced Japanese","UG12","PALL","PO",64136,"--T-R--",935,1050,"Kurita, Kyoko","Y","PO","MA","15","FA",2012,"O","01"
"JAPN111A PO","Advanced Japanese","UG12","PALL","PO",64135,"-M-W---",1000,1050,"Kurita, Kyoko","Y","PO","MA","15","FA",2012,"O","01"
"JAPN124  PO","Readings in Current Japanese","UG12","PALL","PO",64137,"-M-W---",1315,1430,"Takahashi, Kazumi","Y","PO","MA","15","FA",2012,"O","01"
"JAPN192A PO","Senior Project","UG12","PALL","PO",63810,"-------",0,0,"Staff","Y","","ARR","","FA",2012,"O","01"
"JPNT174  PO","Modern Japanese Literature","UG12","PALL","PO",64140,"-M-W---",1445,1600,"Kurita, Kyoko","Y","PO","MA","15","FA",2012,"O","01"
"KORE001  CM","Introductory Korean","UG12","MMOD","CM",64978,"-MTWR--",1000,1050,"Kim, Minju","Y","CM","RN","102","FA",2012,"O","01"
"KORE033  CM","Intermediate Korean","UG12","MMOD","CM",64979,"-MTWR--",1100,1150,"Kim, Minju","Y","CM","RN","102","FA",2012,"O","01"
"KORE130  CM","Korean Cinema and Culture","UG12","MMOD","CM",64980,"-----F-",900,1155,"Kim, Minju","Y","CM","RN","102","FA",2012,"O","01"
"LAST190  PO","Senior Tutorial/Latin Amer Stds","UG12","PLAS","PO",64206,"-M-----",1315,1600,"Mayes, April J.","Y","PO","MA","220","FA",2012,"O","01"
"LAST199  SC","Independ St: Latin American St","UG12","SIDO","SC",65485,"-------",0,0,"Staff","Y","SC","ARR","","FA",2012,"O","01"
"LEAD010  CM","Foundations of Leadership","UG12","MIDS","CM",65048,"-M-----",1445,1730,"Smith Orr, Sarah","Y","CM","KRV","100","FA",2012,"O","01"
"LGCS010  PO","Introduction to Linguistics","UG12","PLCS","PO",64435,"-M-W---",1315,1430,"Landman, Meredith","Y","PO","EDMS","101","FA",2012,"O","01"
"LGCS010  PO","Introduction to Linguistics","UG12","PLCS","PO",64436,"-M-W---",1445,1600,"Landman, Meredith","Y","PO","EDMS","101","FA",2012,"O","02"
"LGCS011  PO","Intro to Cognitive Science","UG12","PLCS","PO",64437,"--T-R--",935,1050,"Burke, Deborah M.","Y","PO","EDMS","101","FA",2012,"O","01"
"LGCS107  PO","Pragmatics","UG12","PLCS","PO",64438,"--T-R--",1315,1430,"Atlas, Jay D.","Y","PO","EDMS","217","FA",2012,"O","01"
"LGCS108  PO","Phonology","UG12","PLCS","PO",64439,"-M-W---",1445,1600,"Paster, Mary Elizabeth","Y","PO","EDMS","217","FA",2012,"O","01"
"LGCS112  PZ","Language & Society","UG12","ZLIN","PZ",64302,"--T-R--",1200,1310,"Fought, Carmen","Y","PZ","BH","210","FA",2012,"O","01"
"LGCS121  PO","Psycholinguistics","UG12","PLCS","PO",64440,"-M-W---",1100,1215,"Harris, Jesse A.","Y","PO","EDMS","217","FA",2012,"O","01"
"LGCS125  PO","Field Methods in Linguistics","UG12","PLCS","PO",64441,"--T-R--",1445,1600,"Paster, Mary Elizabeth","Y","PO","EDMS","217","FA",2012,"O","01"
"LGCS185S PO","Topics in Syntax","UG12","PLCS","PO",64442,"-M-W---",1315,1430,"Diercks, Michael J.K.","Y","PO","EDMS","217","FA",2012,"O","01"
"LGCS185T PO","Topics in Semantics","UG12","PLCS","PO",64443,"---W---",1900,2150,"Harris, Jesse A.","Y","PO","EDMS","217","FA",2012,"O","01"
"LGCS187A PO","Tutorial in Ling & Cognitive Sci","UG12","PLCS","PO",65568,"-------",0,0,"Atlas, Jay D.","Y","","ARR","","FA",2012,"O","01"
"LGCS187B PO","Tutorial Linguistics/Cognitv Sci","UG12","PLCS","PO",65569,"-------",0,0,"Atlas, Jay D.","Y","","ARR","","FA",2012,"O","01"
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","PLCS","PO",64444,"-------",0,0,"Atlas, Jay D.","Y","","ARR","","FA",2012,"O","04"
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","PLCS","PO",63811,"-------",0,0,"Burke, Deborah M.","Y","","ARR","","FA",2012,"O","08"
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","PLCS","PO",63813,"-------",0,0,"Diercks, Michael J.K.","Y","","ARR","","FA",2012,"O","10"
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","PLCS","PO",63814,"-------",0,0,"Landman, Meredith","Y","","ARR","","FA",2012,"O","11"
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","PLCS","PO",63815,"-------",0,0,"Paster, Mary Elizabeth","Y","","ARR","","FA",2012,"O","12"
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","PLCS","PO",63816,"-------",0,0,"Smiley, Patricia A.","Y","","ARR","","FA",2012,"O","13"
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","PLCS","PO",65292,"-------",0,0,"Harris, Jesse A.","Y","","ARR","","FA",2012,"O","14"
"LGCS193  PO","Senior Comprehensive Exam","UG12","PLCS","PO",65695,"-------",0,0,"Paster, Mary Elizabeth","Y","","ARR","","FA",2012,"O","01"
"LIT 038  CM","Fiction Writing","UG12","MLIT","CM",64947,"-M-----",1445,1730,"Noel, Katharine","Y","CM","KRV","166","FA",2012,"O","01"
"LIT 057  CM","British Writers I","UG12","MLIT","CM",64948,"-M-W---",1445,1600,"Rentz, Ellen","Y","CM","RN","105","FA",2012,"O","01"
"LIT 066  CM","Shakespeare's Comedies","UG12","MLIT","CM",64949,"--T-R--",1615,1730,"Lobis, Seth","Y","CM","RS","104","FA",2012,"O","01"
"LIT 072  CM","Jane Austen","UG12","MLIT","CM",64950,"--T-R--",1315,1430,"Bilger, Audrey","Y","CM","RS","102","FA",2012,"O","01"
"LIT 073  CM","Poetry of Gerard Manley Hopkins","UG12","MLIT","CM",65591,"---W---",1900,2200,"von Hallberg, Robert","Y","CM","RS","104","FA",2012,"O","01"
"LIT 075  CM","Vladimir Nabokov","UG12","MLIT","CM",65592,"--T-R--",1200,1310,"de la Durantaye, Leland","Y","CM","RS","102","FA",2012,"O","01"
"LIT 080  CM","19th Century American Fiction","UG12","MLIT","CM",65404,"-M-W---",1200,1310,"McGrath, Brian","Y","CM","RS","102","FA",2012,"O","01"
"LIT 091  CM","American Poetry","UG12","MLIT","CM",64951,"----R--",1445,1730,"Faggen, Robert","Y","CM","KRV","100","FA",2012,"O","01"
"LIT 100  CM","Literary Theory Since Plato","UG12","MLIT","CM",64952,"--T-R--",925,1050,"Farrell, John","Y","CM","RS","105","FA",2012,"O","01"
"LIT 103  HM","Third Cinema","UG12","HHSS","HM",65602,"----R--",935,1050,"","Y","HM","PA","1285","FA",2012,"O","01"
"LIT 103  HM","Third Cinema","UG12","HHSS","HM",63581,"---W---",1800,2000,"Balseiro, Isabel","Y","HM","GA","PRYN","FA",2012,"O","01"
"LIT 117A HM","Dickens, Hardy, & Victorian Age","UG12","HHSS","HM",63645,"---W---",1900,2200,"Eckert, James C.","Y","HM","SP","LSC","FA",2012,"O","01"
"LIT 117A HM","Dickens, Hardy, & Victorian Age","UG12","HHSS","HM",63645,"---W---",1900,2200,"Groves, Jeffrey D.","Y","HM","SP","LSC","FA",2012,"O","01"
"LIT 121  CM","British Modernism","UG12","MLIT","CM",65280,"--T-R--",1445,1600,"de la Durantaye, Leland","Y","CM","RS","102","FA",2012,"O","01"
"LIT 132  CM","Film History II (1965-Present)","UG12","MLIT","CM",64953,"-M-W---",1315,1430,"Morrison, James E.","Y","CM","BC","25","FA",2012,"O","01"
"LIT 132  CM","Film History II (1965-Present)","UG12","MLIT","CM",64954,"-M-----",1800,2200,"Morrison, James E.","Y","CM","BC","PICK","FA",2012,"O","01"
"LIT 134  CM","Special Studies in Film","UG12","MLIT","CM",64956,"---W---",1800,2200,"Morrison, James E.","Y","CM","BC","PICK","FA",2012,"O","01"
"LIT 134  CM","Special Studies in Film","UG12","MLIT","CM",64955,"-M-W---",1445,1600,"Morrison, James E.","Y","CM","BC","25","FA",2012,"O","01"
"LIT 147  CM","The Word and the Garden","UG12","MLIT","CM",65590,"---W---",1445,1730,"Kincaid, Jamaica","Y","CM","KRV","LC61","FA",2012,"O","01"
"LIT 147  HM","Writers from Africa/Caribbean","UG12","HHSS","HM",65646,"-M-----",900,1150,"Balseiro, Isabel","Y","HM","PA","1264","FA",2012,"O","01"
"LIT 179D HM","Special Topics in Literature: Medieval/Renaissance Romance","UG12","HHSS","HM",64996,"-----F-",1315,1600,"Dadabhoy, Ambereen","Y","HM","PA","B146","FA",2012,"O","01"
"LIT 181  CM","Advanced Creative Writing","UG12","MLIT","CM",64957,"--T----",1445,1730,"Kincaid, Jamaica","Y","CM","KRV","LC61","FA",2012,"O","01"
"MATH001  PZ","Math Philosophy & the Real World","UG12","ZMAT","PZ",64303,"--T-R--",1315,1430,"Grabiner, Judith","Y","PZ","FL","110","FA",2012,"O","01"
"MATH010G PZ","Mathematics in Many Cultures","UG12","ZMAT","PZ",65693,"--T-R--",1200,1310,"Grabiner, Judith","Y","PZ","BH","214","FA",2012,"O","01"
"MATH015  HM","Application & Art of Calculus","UG12","HMTH","HM",63384,"-M-----",1615,1730,"Karp, Dagan","Y","HM","SP","3A","FA",2012,"O","01"
"MATH015  HM","Application & Art of Calculus","UG12","HMTH","HM",63385,"--T----",1615,1730,"Staff","Y","HM","SP","3A","FA",2012,"O","02"
"MATH015  HM","Application & Art of Calculus","UG12","HMTH","HM",63385,"--T----",1615,1730,"Karp, Dagan","Y","HM","SP","3A","FA",2012,"O","02"
"MATH015  HM","Application & Art of Calculus","UG12","HMTH","HM",63386,"---W---",1615,1730,"Staff","Y","HM","SP","3A","FA",2012,"O","03"
"MATH015  HM","Application & Art of Calculus","UG12","HMTH","HM",63386,"---W---",1615,1730,"Karp, Dagan","Y","HM","SP","3A","FA",2012,"O","03"
"MATH023  SC","Transcendental Functions","UG12","SMAT","SC",65199,"-M-W-F-",900,950,"Ou, Winston","Y","SC","HM","204","FA",2012,"O","01"
"MATH025  PZ","Precalculus","UG12","ZMAT","PZ",64308,"--T-R--",935,1050,"Bachman, David","Y","PZ","AV","224","FA",2012,"O","01"
"MATH025  PZ","Precalculus","UG12","ZMAT","PZ",65542,"-----F-",900,1050,"Bachman, David","Y","PZ","AV","224","FA",2012,"O","01"
"MATH029  PO","Advanced Problem Solving","UG12","PMAT","PO",64267,"-M-W-F-",1100,1150,"Flapan, Erica L.","Y","PO","ML","208","FA",2012,"O","01"
"MATH030  CM","Calculus I","UG12","MMAT","CM",65050,"-M-W-F-",1100,1150,"Bradley, Gerald L.","Y","CM","AD","DAVD","FA",2012,"O","01"
"MATH030  CM","Calculus I","UG12","MMAT","CM",65051,"-M-W-F-",1000,1050,"Valenza, Robert","Y","CM","AD","DAVD","FA",2012,"O","02"
"MATH030  CM","Calculus I","UG12","MMAT","CM",65053,"-M-W-F-",900,950,"O'Neill, Michael D.","Y","CM","RN","105","FA",2012,"O","03"
"MATH030  CM","Calculus I","UG12","MMAT","CM",65054,"-M-W-F-",1000,1050,"O'Neill, Michael D.","Y","CM","RN","105","FA",2012,"O","04"
"MATH030  PO","Calculus I","UG12","PMAT","PO",64268,"-M-W-F-",1100,1150,"Radunskaya, Ami E.","Y","PO","ML","213","FA",2012,"O","01"
"MATH030  PZ","Calculus I","UG12","ZMAT","PZ",64321,"-M-W-F-",1000,1050,"Hoste, Jim","Y","PZ","FL","112","FA",2012,"O","01"
"MATH030  SC","Calculus I","UG12","SMAT","SC",65198,"-M-W-F-",1200,1250,"Staff","Y","SC","BL","219","FA",2012,"O","01"
"MATH030B HM","Calculus","UG12","HMTH","HM",63387,"-M-W-F-",800,850,"Jacobsen, Jon T.","Y","HM","JA","B132","FA",2012,"O","01"
"MATH030B HM","Calculus","UG12","HMTH","HM",63388,"-M-W-F-",900,950,"Jacobsen, Jon T.","Y","HM","JA","B132","FA",2012,"O","02"
"MATH030G HM","Calculus","UG12","HMTH","HM",63389,"-M-W-F-",800,850,"dePillis, Lisette G.","Y","HM","BK","B134","FA",2012,"O","01"
"MATH030G HM","Calculus","UG12","HMTH","HM",63390,"-M-W-F-",800,850,"dePillis, Lisette G.","Y","HM","BK","B126","FA",2012,"O","02"
"MATH030G HM","Calculus","UG12","HMTH","HM",63390,"-M-W-F-",800,850,"Kindred, Kimberly A.","Y","HM","BK","B126","FA",2012,"O","02"
"MATH030G HM","Calculus","UG12","HMTH","HM",63391,"-M-W-F-",900,950,"dePillis, Lisette G.","Y","HM","BK","B134","FA",2012,"O","03"
"MATH030G HM","Calculus","UG12","HMTH","HM",63392,"-M-W-F-",900,950,"dePillis, Lisette G.","Y","HM","BK","B126","FA",2012,"O","04"
"MATH030G HM","Calculus","UG12","HMTH","HM",63392,"-M-W-F-",900,950,"Kindred, Kimberly A.","Y","HM","BK","B126","FA",2012,"O","04"
"MATH031  CM","Calculus II","UG12","MMAT","CM",65055,"-M-W---",1200,1310,"Fukshansky, Leonid","Y","CM","RN","104","FA",2012,"O","01"
"MATH031  CM","Calculus II","UG12","MMAT","CM",65056,"-M-W-F-",900,950,"Kao, Chiu-Yen","Y","CM","RN","15","FA",2012,"O","02"
"MATH031  CM","Calculus II","UG12","MMAT","CM",65059,"-M-W---",1200,1310,"German, David","Y","CM","AD","DAVD","FA",2012,"O","03"
"MATH031  PO","Calculus II","UG12","PMAT","PO",64269,"-M-W-F-",1000,1050,"Radunskaya, Ami E.","Y","PO","ML","213","FA",2012,"O","01"
"MATH031  PO","Calculus II","UG12","PMAT","PO",64270,"-M-W-F-",1100,1150,"Grabiner, Sandy","Y","PO","ML","207","FA",2012,"O","02"
"MATH031  PZ","Calculus II","UG12","ZMAT","PZ",64323,"-M-W-F-",900,950,"Trapp, Rolland","Y","PZ","FL","112","FA",2012,"O","01"
"MATH031  SC","Calculus II","UG12","SMAT","SC",65197,"-M-W-F-",900,950,"Staff","Y","SC","BL","219","FA",2012,"O","01"
"MATH031H PO","Honors Topics in Calculus II","UG12","PMAT","PO",64271,"-M-W-F-",1000,1050,"Shahriari, Shahriar","Y","PO","ML","134","FA",2012,"O","01"
"MATH031S PO","Calc II w/Apps to Life Sciences","UG12","PMAT","PO",64272,"-M-W-F-",900,950,"Rumbos, Adolfo J.","Y","PO","ML","218","FA",2012,"O","01"
"MATH032  CM","Calculus III","UG12","MMAT","CM",65060,"--T-R--",935,1050,"Aksoy, Asuman","Y","CM","RN","105","FA",2012,"O","01"
"MATH032  PO","Calculus III","UG12","PMAT","PO",64273,"-M-W-F-",1000,1050,"Staff","Y","PO","AN","253","FA",2012,"O","01"
"MATH032  PZ","Calculus III","UG12","ZMAT","PZ",64325,"-M-W-F-",1100,1150,"Hoste, Jim","Y","PZ","FL","112","FA",2012,"O","01"
"MATH032  SC","Calculus III","UG12","SMAT","SC",65200,"-M-W-F-",1000,1050,"Towse, Christopher W.","Y","SC","BL","218","FA",2012,"O","01"
"MATH032H CM","Honors Sem in Calculus III","UG12","MMAT","CM",65079,"-M-W-F-",1100,1150,"Huber, Mark","Y","CM","RN","12","FA",2012,"C","01"
"MATH032S PO","Calc III w/apps to Life Sciences","UG12","PMAT","PO",64274,"-M-W-F-",1100,1150,"Staff","Y","PO","ML","211","FA",2012,"O","01"
"MATH035  HM","Probability and Statistics","UG12","HMTH","HM",63393,"-M-W-F-",800,850,"Williams, Talithia D.","Y","HM","JA","B132","FA",2012,"O","01"
"MATH035  HM","Probability and Statistics","UG12","HMTH","HM",63394,"-M-W-F-",800,850,"Kindred, Kimberly A.","Y","HM","BK","B134","FA",2012,"O","02"
"MATH035  HM","Probability and Statistics","UG12","HMTH","HM",63394,"-M-W-F-",800,850,"Williams, Talithia D.","Y","HM","BK","B134","FA",2012,"O","02"
"MATH035  HM","Probability and Statistics","UG12","HMTH","HM",63395,"-M-W-F-",800,850,"Staff","Y","HM","BK","B126","FA",2012,"O","03"
"MATH035  HM","Probability and Statistics","UG12","HMTH","HM",63395,"-M-W-F-",800,850,"Williams, Talithia D.","Y","HM","BK","B126","FA",2012,"O","03"
"MATH035  HM","Probability and Statistics","UG12","HMTH","HM",63396,"-M-W-F-",900,950,"Williams, Talithia D.","Y","HM","JA","B132","FA",2012,"O","04"
"MATH035  HM","Probability and Statistics","UG12","HMTH","HM",63397,"-M-W-F-",900,950,"Kindred, Kimberly A.","Y","HM","BK","B134","FA",2012,"O","05"
"MATH035  HM","Probability and Statistics","UG12","HMTH","HM",63397,"-M-W-F-",900,950,"Williams, Talithia D.","Y","HM","BK","B134","FA",2012,"O","05"
"MATH035  HM","Probability and Statistics","UG12","HMTH","HM",63398,"-M-W-F-",900,950,"Staff","Y","HM","BK","B126","FA",2012,"O","06"
"MATH035  HM","Probability and Statistics","UG12","HMTH","HM",63398,"-M-W-F-",900,950,"Williams, Talithia D.","Y","HM","BK","B126","FA",2012,"O","06"
"MATH035  SC","Subcalculus Seminar","UG12","SMAT","SC",65203,"-M-----",1330,1420,"Ou, Winston","Y","SC","BL","208","FA",2012,"O","01"
"MATH052  CM","Introduction to Statistics","UG12","MMAT","CM",65065,"-M-W-F-",1100,1150,"Needell, Deanna","Y","CM","RN","104","FA",2012,"O","01"
"MATH052  CM","Introduction to Statistics","UG12","MMAT","CM",65066,"-M-W-F-",1000,1050,"Needell, Deanna","Y","CM","RN","104","FA",2012,"O","02"
"MATH052  PZ","Introduction to Statistics","UG12","ZMAT","PZ",65650,"-M-W-F-",900,950,"Swift, J. Randall","Y","PZ","FL","110","FA",2012,"O","01"
"MATH055  CM","Discrete Mathematics","UG12","MMAT","CM",65673,"-M-W-F-",1000,1050,"Nelson, Victor S.","Y","CM","RN","103","FA",2012,"O","01"
"MATH055  HM","Discrete Mathematics","UG12","HMTH","HM",63399,"--T-R--",1315,1430,"Staff","Y","HM","SP","3A","FA",2012,"O","01"
"MATH055  HM","Discrete Mathematics","UG12","HMTH","HM",63400,"--T-R--",1445,1600,"Staff","Y","HM","SP","3A","FA",2012,"O","02"
"MATH058  PO","Introduction to Statistics","UG12","PMAT","PO",64275,"--T-R--",935,1050,"Hardin, Johanna S.","Y","PO","ML","208","FA",2012,"O","01"
"MATH058  PO","Introduction to Statistics","UG12","PMAT","PO",64278,"--T-R--",1445,1600,"Sarkis, Ghassan Youssef","Y","PO","ML","218","FA",2012,"O","02"
"MATH058 LPO","Lab, Intro to Statistics","UG12","PMAT","PO",64276,"--T----",2000,2100,"Hardin, Johanna S.","Y","PO","AN","257","FA",2012,"O","01"
"MATH058 LPO","Lab, Intro to Statistics","UG12","PMAT","PO",64277,"--T----",2000,2100,"Sarkis, Ghassan Youssef","Y","PO","AN","257","FA",2012,"O","02"
"MATH060  CM","Linear Algebra","UG12","MMAT","CM",65067,"-M-W-F-",900,950,"Bradley, Gerald L.","Y","CM","RN","104","FA",2012,"O","01"
"MATH060  HM","Multivariable Calculus","UG12","HMTH","HM",63401,"-M-W-F-",1000,1050,"Gu, Weiqing","Y","HM","GA","PRYN","FA",2012,"O","01"
"MATH060  HM","Multivariable Calculus","UG12","HMTH","HM",63604,"-M-W-F-",1100,1150,"Gu, Weiqing","Y","HM","GA","PRYN","FA",2012,"O","02"
"MATH060  PO","Linear Algebra","UG12","PMAT","PO",64279,"-M-W-F-",1100,1150,"Shahriari, Shahriar","Y","PO","ML","134","FA",2012,"O","01"
"MATH060  PO","Linear Algebra","UG12","PMAT","PO",64280,"-M-W---",1100,1215,"Garcia, Stephan R.","Y","PO","ML","218","FA",2012,"O","02"
"MATH060  PO","Linear Algebra","UG12","PMAT","PO",64281,"--T-R--",1315,1430,"Sarkis, Ghassan Youssef","Y","PO","ML","218","FA",2012,"O","03"
